speaker,text,wordCount,wordNumber,start,end,lemmata
Θησεύς,τοὐμὸν οὐκ ὀκνεῖ κέαρ,4,3868,3864,3868,ἐμός οὐ ὀκνέω κῆρ
Οἰδίπους,οὐκ οἶσθ᾽ ἀπειλὰς,3,3871,3868,3871,οὐ οἶσθ ̓ ἀπειλή
Θησεύς,οἶδ᾽ ἐγώ σε μή τινα ἐνθένδ᾽ ἀπάξοντ᾽ ἄνδρα πρὸς βίαν ἐμοῦ πολλαὶ δ᾽ ἀπειλαὶ πολλὰ δὴ μάτην ἔπη θυμῷ κατηπείλησαν ἀλλ᾽ ὁ νοῦς ὅταν αὑτοῦ γένηται φροῦδα τἀπειλήματα κείνοις δ᾽ ἴσως κεἰ δείν᾽ ἐπερρώσθη λέγειν τῆς σῆς ἀγωγῆς οἶδ᾽ ἐγώ φανήσεται μακρὸν τὸ δεῦρο πέλαγος οὐδὲ πλώσιμον θαρσεῖν μὲν οὖν ἔγωγε κἂν ἐμῆς ἄνευ γνώμης ἐπαινῶ Φοῖβος εἰ προὔπεμψέ σε ὅμως δὲ κἀμοῦ μὴ παρόντος οἶδ᾽ ὅτι τοὐμὸν φυλάξει σ᾽ ὄνομα μὴ πάσχειν κακῶς,74,3945,3871,3945,οἶδ ̓ ἐγώ σύ μή τις ἐνθένδ ̓ ἀπάξοντ ̓ ἀνήρ πρός βία ἐγώ πολύς δ ̓ ἀπειλή πολύς δή μάτην ἔπος θυμός καταπειλέω ἀλλ ̓ ὁ νόος ὅταν ἑαυτοῦ γίγνομαι φροῦδος ἀπείλημα κεῖνος δ ̓ ἴσως εἰ δείν ̓ ἐπιρρώννυμι λέγω ὁ σός ἀγωγή οἶδ ̓ ἐγώ φανάω μακρός ὁ δεῦρο πέλαγος οὐδέ πλώσιμος θαρσέω μέν οὖν ἐγώ κἀν ἐμός ἄνευ γνώμη ἐπαινέω Φοῖβος εἰ προὔπεμψέ σύ ὅμως δέ ἐγώ μή πάρειμι οἶδ ̓ ὅτι ἐμός φυλάσσω σ ̓ ὄνομα μή πάσχω κακός
Χορός,εὐίππου ξένε τᾶσδε χώρας ἵκου τὰ κράτιστα γᾶς ἔπαυλα τὸν ἀργῆτα Κολωνόν ἔνθ᾽ ἁ λίγεια μινύρεται θαμίζουσα μάλιστ᾽ ἀηδὼν χλωραῖς ὑπὸ βάσσαις τὸν οἰνωπὸν ἔχουσα κισσὸν καὶ τὰν ἄβατον θεοῦ φυλλάδα μυριόκαρπον ἀνήλιον ἀνήνεμόν τε πάντων χειμώνων ἵν᾽ ὁ βακχιώτας ἀεὶ Διόνυσος ἐμβατεύει θεαῖς ἀμφιπολῶν τιθήναις,46,3991,3945,3991,εὔιππος ξένος ὅδε χώρα ἱκνέομαι ὁ κράτιστος γῆ ἔπαυλος ὁ ἀργής Κολωνόν ἔνθ ̓ ὁ λιγύς μινύρομαι θαμίζω μάλιστ ̓ ἀηδών χλωρός ὑπό βῆσσα ὁ οἰνωπὸν ἔχω κισσὸν καί ὁ ἄβατος θεός φυλλάς μυριόκαρπος ἀνήλιος ἀνήνεμόν τε πᾶς χειμών ἵν ̓ ὁ βακχιώτης ἀεί Διόνυσος ἐμβατεύω θεά ἀμφιπολέω τιθήνη
Χορός,θάλλει δ᾽ οὐρανίας ὑπ᾽ ἄχνας ὁ καλλίβοτρυς κατ᾽ ἦμαρ ἀεὶ νάρκισσος μεγάλαιν θεαῖν ἀρχαῖον στεφάνωμ᾽ ὅ τε χρυσαυγὴς κρόκος οὐδ᾽ ἄϋπνοι κρῆναι μινύθουσιν Κηφισοῦ νομάδες ῥεέθρων ἀλλ᾽ αἰὲν ἐπ᾽ ἤματι ὠκυτόκος πεδίων ἐπινίσσεται ἀκηράτῳ σὺν ὄμβρῳ στερνούχου χθονός οὐδὲ Μουσᾶν χοροί νιν ἀπεστύγησαν οὐδ᾽ ἁ,45,4036,3991,4036,θάλλω δ ̓ οὐράνιος ὑπ ̓ ἄχνη ὁ καλλίβοτρυς κατ ̓ ἦμαρ ἀεί νάρκισσος μέγας θεά ἀρχαῖος στεφάνωμ ̓ ὁ τε χρυσαυγὴς κρόκος οὐδ ̓ ἄϋπνοι κρήνη μινύθω Κηφισοῦ νομάς ῥεῖθρον ἀλλ ̓ ἀεί ἐπ ̓ ἦμαρ ὠκυτόκος πεδίον ἐπινίσσομαι ἀκήρατος σύν ὄμβρος στερνοῦχος χθών οὐδέ Μοῦσαι χορός νιν ἀποστυγέω οὐδ ̓ ὁ
Χορός,χρυσάνιος Ἀφροδίτα ἔστιν δ᾽ οἷον ἐγὼ γᾶς Ἀσίας οὐκ ἐπακούω οὐδ᾽ ἐν τᾷ μεγάλᾳ Δωρίδι νάσῳ Πέλοπος πώποτε βλαστὸν φύτευμ᾽ ἀχείρωτον αὐτόποιον ἐγχέων φόβημα δαΐων ὃ τᾷδε θάλλει μέγιστα χώρᾳ γλαυκᾶς παιδοτρόφου φύλλον ἐλαίας τὸ μέν τις οὐ νεαρὸς οὐδὲ γήρᾳ συνναίων ἁλιώσει χερὶ πέρσας ὁ γὰρ αἰὲν ὁρῶν κύκλος λεύσσει νιν μορίου Διὸς χἀ γλαυκῶπις Ἀθάνα,57,4093,4036,4093,χρυσήνιος Ἀφροδίτη εἰμί δ ̓ οἷος ἐγώ γῆ Ἀσία οὐ ἐπακούω οὐδ ̓ ἐν ὁ μέγας Δωρίδι νῆσος Πέλοψ πώποτε βλαστὸν φύτευμ ̓ ἀχείρωτος αὐτόποιον ἐγχέω φόβημα δάιος ὁ ὅδε θάλλω μέγας χώρα γλαυκός παιδότροφος φύλλον ἐλαία ὁ μέν τις οὐ νεαρός οὐδέ γῆρας συνναίω ἁλιόω χείρ πέρθω ὁ γάρ ἀεί ὁράω κύκλος λεύσσω νιν μόριος Ζεύς ὁ γλαυκῶπις Ἀθήνη
Χορός,ἄλλον δ᾽ αἶνον ἔχω ματροπόλει τᾷδε κράτιστον δῶρον τοῦ μεγάλου δαίμονος εἰπεῖν χθονὸς αὔχημα μέγιστον εὔιππον εὔπωλον εὐθάλασσον ὦ παῖ Κρόνου σὺ γάρ νιν εἰς τόδ᾽ εἷσας αὔχημ᾽ ἄναξ Ποσειδάν ἵπποισιν τὸν ἀκεστῆρα χαλινὸν πρώταισι ταῖσδε κτίσας ἀγυιαῖς ἁ δ᾽ εὐήρετμος ἔκπαγλ᾽ ἁλία χερσὶ παραπτομένα πλάτα θρῴσκει τῶν ἑκατομπόδων Νηρῄδων ἀκόλουθος,51,4144,4093,4144,ἄλλος δ ̓ αἶνος ἔχω μητρόπολις ὅδε κράτιστος δῶρον ὁ μέγας δαίμων εἶπον χθών αὔχημα μέγας εὔιππος εὔπωλος εὐθάλασσος ὦ παῖς Κρόνος σύ γάρ νιν εἰς τόδ ̓ ἵζω αὔχημ ̓ ἄναξ Ποσειδάν ἵππος ὁ ἀκεστήρ χαλινός πρότερος ὅδε κτίζω ἀγυιά ὁ δ ̓ εὐήρετμος ἔκπαγλ ̓ ἅλιος χείρ παράπτω πλάτη θρῴσκω ὁ ἑκατόμπους Νηρῄδων ἀκόλουθος
Ἀντιγόνη,ὦ πλεῖστ᾽ ἐπαίνοις εὐλογούμενον πέδον νῦν σὸν τὰ λαμπρὰ ταῦτα δὴ φαίνειν ἔπη,13,4157,4144,4157,ὦ πλεῖστ ̓ ἔπαινος εὐλογέω πέδον νῦν σός ὁ λαμπρός οὗτος δή φαίνω ἔπος
Οἰδίπους,τί δ᾽ ἔστιν ὦ παῖ καινόν,6,4163,4157,4163,τίς δ ̓ εἰμί ὦ παῖς καινός
Ἀντιγόνη,ἆσσον ἔρχεται Κρέων ὅδ᾽ ἡμῖν οὐκ ἄνευ πομπῶν πάτερ,9,4172,4163,4172,ἆσσον ἔρχομαι Κρέων ὅδ ̓ ἐγώ οὐ ἄνευ πομπός πάτηρ
Οἰδίπους,ὦ φίλτατοι γέροντες ἐξ ὑμῶν ἐμοὶ φαίνοιτ᾽ ἂν ἤδη τέρμα τῆς σωτηρίας,12,4184,4172,4184,ὦ φίλτατος γέρων ἐκ σύ ἐγώ φαίνοιτ ̓ ἄν ἤδη τέρμα ὁ σωτηρία
Χορός,θάρσει παρέσται καὶ γὰρ εἰ γέρων ἐγώ τὸ τῆσδε χώρας οὐ γεγήρακεν σθένος,13,4197,4184,4197,θαρσέω πάρειμι καί γάρ εἰ γέρων ἐγώ ὁ ὅδε χώρα οὐ γηράσκω σθένος
Κρέων,ἄνδρες χθονὸς τῆσδ᾽ εὐγενεῖς οἰκήτορες ὁρῶ τιν᾽ ὑμᾶς ὀμμάτων εἰληφότας φόβον νεώρη τῆς ἐμῆς ἐπεισόδου ὃν μήτ᾽ ὀκνεῖτε μήτ᾽ ἀφῆτ᾽ ἔπος κακόν ἥκω γὰρ οὐχ ὡς δρᾶν τι βουληθείς ἐπεὶ γέρων μέν εἰμι πρὸς πόλιν δ᾽ ἐπίσταμαι σθένουσαν ἥκων εἴ τιν᾽ Ἑλλάδος μέγα ἀλλ᾽ ἄνδρα τόνδε τηλικόσδ᾽ ἀπεστάλην πείσων ἕπεσθαι πρὸς τὸ Καδμείων πέδον οὐκ ἐξ ἑνὸς στείλαντος ἀλλ᾽ ἀνδρῶν ὑπὸ πάντων κελευσθείς οὕνεχ᾽ ἧκέ μοι γένει τὰ τοῦδε πενθεῖν πήματ᾽ εἰς πλεῖστον πόλεως ἀλλ᾽ ὦ ταλαίπωρ᾽ Οἰδίπους κλύων ἐμοῦ ἱκοῦ πρὸς οἴκους πᾶς σε Καδμείων λεὼς καλεῖ δικαίως ἐκ δὲ τῶν μάλιστ᾽ ἐγώ ὅσῳπερ εἰ μὴ πλεῖστον ἀνθρώπων ἔφυν κάκιστος ἀλγῶ τοῖσι σοῖς κακοῖς γέρον ὁρῶν σε τὸν δύστηνον ὄντα μὲν ξένον ἀεὶ δ᾽ ἀλήτην κἀπὶ προσπόλου μιᾶς βιοστερῆ χωροῦντα τὴν ἐγὼ τάλας οὐκ ἄν ποτ᾽ ἐς τοσοῦτον αἰκίας πεσεῖν ἔδοξ᾽ ὅσον πέπτωκεν ἥδε δύσμορος ἀεί σε κηδεύουσα καὶ τὸ σὸν κάρα πτωχῷ διαίτῃ τηλικοῦτος οὐ γάμων ἔμπειρος ἀλλὰ τοὐπιόντος ἁρπάσαι ἆρ᾽ ἄθλιον τοὔνειδος ὦ τάλας ἐγώ ὠνείδισ᾽ εἰς σὲ κἀμὲ καὶ τὸ πᾶν γένος ἀλλ᾽ οὐ γὰρ ἔστι τἀμφανῆ κρύπτειν σύ νιν πρὸς θεῶν πατρῴων Οἰδίπους πεισθεὶς ἐμοὶ κρύψον θελήσας ἄστυ καὶ δόμους μολεῖν τοὺς σοὺς πατρῴους τήνδε τὴν πόλιν φίλως εἰπών ἐπαξία γάρ ἡ δ᾽ οἴκοι πλέον δίκῃ σέβοιτ᾽ ἄν οὖσα σὴ πάλαι τροφός,207,4404,4197,4404,ἀνήρ χθών τῆσδ ̓ εὐγενής οἰκήτωρ ὁράω τιν ̓ σύ ὄμμα λαμβάνω φόβος νεώρης ὁ ἐμός ἐπείσοδος ὅς μήτ ̓ ὀκνέω μήτ ̓ ἀφῆτ ̓ ἔπος κακός ἵημι γάρ οὐ ὡς δράω τις βούλομαι ἐπεί γέρων μέν εἰμί πρός πόλις δ ̓ ἐπίσταμαι σθένω ἥκω εἰ τιν ̓ Ἑλλάς μέγας ἀλλ ̓ ἀνήρ ὅδε τηλικόσδ ̓ ἀποστέλλω πείθω ἕπομαι πρός ὁ Καδμεῖος πέδον οὐ ἐκ εἷς στέλλω ἀλλ ̓ ἀνήρ ὑπό πᾶς κελεύω οὕνεχ ̓ ἵημι ἐγώ γένος ὁ ὅδε πενθέω πήματ ̓ εἰς πλεῖστος πόλις ἀλλ ̓ ὦ ταλαίπωρ ̓ Οἰδίπους κλύω ἐγώ ἱκνέομαι πρός οἶκος πᾶς σύ Καδμεῖος λαός καλέω δίκαιος ἐκ δέ ὁ μάλιστ ̓ ἐγώ ὅσος εἰ μή πλεῖστος ἄνθρωπος φύω κακός ἀλγέω ὁ σός κακός γέρων ὁράω σύ ὁ δύστηνος εἰμί μέν ξένος ἀεί δ ̓ ἀλήτης ἐπί πρόσπολος εἷς βιοστερής χωρέω ὁ ἐγώ τάλας οὐ ἀνά ποτ ̓ εἰς τοσοῦτος αἰκία πίπτω ἔδοξ ̓ ὅσος πίπτω ὅδε δύσμορος ἀεί σύ κηδεύω καί ὁ σός κάρα πτωχός δίαιτα τηλικοῦτος οὐ γάμος ἔμπειρος ἀλλά ἔπειμι ἁρπάζω ἆρ ̓ ἄθλιος ὄνειδος ὦ τάλας ἐγώ ὠνείδισ ̓ εἰς σύ ἐγώ καί ὁ πᾶς γένος ἀλλ ̓ οὐ γάρ εἰμί ἐμφανής κρύπτω σύ νιν πρός θεός πατρῷος Οἰδίπους πείθω ἐγώ κρύπτω ἐθέλω ἄστυ καί δόμος βλώσκω ὁ σός πατρῷος ὅδε ὁ πόλις φίλος εἶπον ἐπάξιος γάρ ὁ δ ̓ οἴκοι πλείων δίκη σέβοιτ ̓ ἀνά εἰμί σός πάλαι τροφός
Οἰδίπους,ὦ πάντα τολμῶν κἀπὸ παντὸς ἂν φέρων λόγου δικαίου μηχάνημα ποικίλον τί ταῦτα πειρᾷ κἀμὲ δεύτερον θέλεις ἑλεῖν ἐν οἷς μάλιστ᾽ ἂν ἀλγοίην ἁλούς πρόσθεν τε γάρ με τοῖσιν οἰκείοις κακοῖς νοσοῦνθ᾽ ὅτ᾽ ἦν μοι τέρψις ἐκπεσεῖν χθονός οὐκ ἤθελες θέλοντι προσθέσθαι χάριν ἀλλ᾽ ἡνίκ᾽ ἤδη μεστὸς ἦ θυμούμενος καὶ τοὐν δόμοισιν ἦν διαιτᾶσθαι γλυκύ τότ᾽ ἐξεώθεις κἀξέβαλλες οὐδέ σοι τὸ συγγενὲς τοῦτ᾽ οὐδαμῶς τότ᾽ ἦν φίλον νῦν τ᾽ αὖθις ἡνίκ᾽ εἰσορᾷς πόλιν τέ μοι ξυνοῦσαν εὔνουν τήνδε καὶ γένος τὸ πᾶν πειρᾷ μετασπᾶν σκληρὰ μαλθακῶς λέγων καίτοι τίς αὕτη τέρψις ἄκοντας φιλεῖν ὥσπερ τις εἴ σοι λιπαροῦντι μὲν τυχεῖν μηδὲν διδοίη μηδ᾽ ἐπαρκέσαι θέλοι πλήρη δ᾽ ἔχοντι θυμὸν ὧν χρῄζοις τότε δωροῖθ᾽ ὅτ᾽ οὐδὲν ἡ χάρις χάριν φέροι ἆρ᾽ ἂν ματαίου τῆσδ᾽ ἂν ἡδονῆς τύχοις τοιαῦτα μέντοι καὶ σὺ προσφέρεις ἐμοί λόγῳ μὲν ἐσθλά τοῖσι δ᾽ ἔργοισιν κακά φράσω δὲ καὶ τοῖσδ᾽ ὥς σε δηλώσω κακόν ἥκεις ἔμ᾽ ἄξων οὐχ᾽ ἵν᾽ ἐς δόμους ἄγῃς ἀλλ᾽ ὡς πάραυλον οἰκίσῃς πόλις δέ σοι κακῶν ἄνατος τῆσδ᾽ ἀπαλλαχθῇ χθονός οὐκ ἔστι σοι ταῦτ᾽ ἀλλά σοι τάδ᾽ ἔστ᾽ ἐκεῖ χώρας ἀλάστωρ οὑμὸς ἐνναίων ἀεί ἔστιν δὲ παισὶ τοῖς ἐμοῖσι τῆς ἐμῆς χθονὸς λαχεῖν τοσοῦτον ἐνθανεῖν μόνον ἆρ᾽ οὐκ ἄμεινον ἢ σὺ τἀν Θήβαις φρονῶ πολλῷ γ᾽ ὅσῳπερ κἀκ σαφεστέρων κλύω Φοίβου τε καὐτοῦ Ζηνός ὃς κείνου πατήρ τὸ σὸν δ᾽ ἀφῖκται δεῦρ᾽ ὑπόβλητον στόμα πολλὴν ἔχον στόμωσιν ἐν δὲ τῷ λέγειν κάκ᾽ ἂν λάβοις τὰ πλείον᾽ ἢ σωτήρια ἀλλ᾽ οἶδα γάρ σε ταῦτα μὴ τείθων ἴθι ἡμᾶς δ᾽ ἔα ζῆν ἐνθάδ᾽ οὐ γὰρ ἂν κακῶς οὐδ᾽ ὧδ᾽ ἔχοντες ζῷμεν εἰ τερποίμεθα,258,4662,4404,4662,ὦ πᾶς τολμάω ἀπό πᾶς ἄν φέρω λόγος δίκαιος μηχάνημα ποικίλος τίς οὗτος πειράω ἐγώ δεύτερος ἐθέλω αἱρέω ἐν ὅς μάλιστ ̓ ἄν ἀλγέω ἁλίσκομαι πρόσθεν τε γάρ ἐγώ ὁ οἰκεῖος κακός νοσοῦνθ ̓ ὅτ ̓ εἰμί ἐγώ τέρψις ἐκπίπτω χθών οὐ ἐθέλω ἐθέλω προστίθημι χάρις ἀλλ ̓ ἡνίκ ̓ ἤδη μεστός εἰμί θυμόω καί ἐν δόμος εἰμί διαιτάω γλυκύς τότ ̓ ἐξωθέω ἐκβάλλω οὐδέ σύ ὁ συγγενής τοῦτ ̓ οὐδαμῶς τότ ̓ εἰμί φίλος νῦν τ ̓ αὖθις ἡνίκ ̓ εἰσοράω πόλις τε ἐγώ σύνειμι εὔνους ὅδε καί γένος ὁ πᾶς πειράω μετασπάω σκληρός μαλθακός λέγω καίτοι τις οὗτος τέρψις ἄκων φιλέω ὥσπερ τις εἰ σύ λιπαρέω μέν τυγχάνω μηδείς δίδωμι μηδ ̓ ἐπαρκέω ἐθέλω πλήρης δ ̓ ἔχω θυμός ὅς χρήιζω τότε δωροῖθ ̓ ὅτ ̓ οὐδείς ὁ χάρις χάρις φέρω ἆρ ̓ ἄν μάταιος τῆσδ ̓ ἄν ἡδονά τυγχάνω τοιοῦτος μέντοι καί σύ προσφέρω ἐγώ λόγος μέν ἐσθλός ὁ δ ̓ ἔργον κακός φράζω δέ καί τοῖσδ ̓ ὡς σύ δηλόω κακός ἥκω ἔμ ̓ ἄξων οὐχ ̓ ἵν ̓ εἰς δόμος ἄγω ἀλλ ̓ ὡς πάραυλος οἰκίζω πόλις δέ σύ κακός ἄνατος τῆσδ ̓ ἀπαλλάσσω χθών οὐ εἰμί σύ ταῦτ ̓ ἀλλά σύ τάδ ̓ ἔστ ̓ ἐκεῖ χώρα ἀλάστωρ ἐμός ἐνναίω ἀεί εἰμί δέ παῖς ὁ ἐμός ὁ ἐμός χθών λαγχάνω τοσοῦτος ἐνθνήσκω μόνος ἆρ ̓ οὐ ἀμείνων ἤ σύ ἐν Θῆβαι φρονέω πολύς γ ̓ ὅσος ἐκ σαφής κλύω Φοῖβος τε αὐτός Ζεύς ὅς ἐκεῖνος πατήρ ὁ σός δ ̓ ἀφικνέομαι δεῦρ ̓ ὑπόβλητος στόμα πολύς ἔχω στόμωσις ἐν δέ ὁ λέγω κάκ ̓ ἄν λαμβάνω ὁ πλείον ̓ ἤ σωτήριος ἀλλ ̓ οἶδα γάρ σύ οὗτος μή τείθων εἶμι ἐγώ δ ̓ εἰμί ζάω ἐνθάδ ̓ οὐ γάρ ἄν κακός οὐδ ̓ ὧδ ̓ ἔχω ζάω εἰ τέρπω
Κρέων,πότερα νομίζεις δυστυχεῖν ἔμ᾽ ἐς τὰ σά ἤ σ᾽ εἰς τὰ σαυτοῦ μᾶλλον ἐς τῷ νῦν λόγῳ,17,4679,4662,4679,πότερος νομίζω δυστυχέω ἔμ ̓ εἰς ὁ σός ἤ σ ̓ εἰς ὁ σεαυτοῦ μᾶλλον εἰς ὁ νῦν λόγος
Οἰδίπους,ἐμοὶ μέν ἐσθ᾽ ἥδιστον εἰ σὺ μήτ᾽ ἐμὲ πείθειν οἷός τ᾽ εἶ μήτε τούσδε τοὺς πέλας,16,4695,4679,4695,ἐγώ μέν ἐσθ ̓ ἡδύς εἰ σύ μήτ ̓ ἐγώ πείθω οἷος τ ̓ εἶμι μήτε ὅδε ὁ πέλας
Κρέων,ὦ δύσμορ᾽ οὐδὲ τῷ χρόνῳ φύσας φανεῖ φρένας ποτ᾽ ἀλλὰ λῦμα τῷ γήρᾳ τρέφει,14,4709,4695,4709,ὦ δύσμορ ̓ οὐδέ ὁ χρόνος φῦσα φαίνω φρήν ποτ ̓ ἀλλά λῦμα ὁ γῆρας τρέφω
